	lines	label
1102	不，一点也不是；十足是按部就班，实事求是推出来的。你看，亚历山大死了，亚历山大埋了，亚历山大变成了泥土；人家用他的泥土捏成了一团泥巴！那么他们怎么保得定不会用他的泥巴来塞酒桶呢？煊赫一世的恺撒变成了烂泥，会拿去填填窟窿，堵堵冷气。那一团泥土啊，叫世界都受过震动，竟弄到补补墙壁，挡挡老北风！噢，别作声！躲开吧！国王来了——莪菲丽亚灵柩、来阿替斯、国王、王后、众侍臣及教士一人上。还有王后、廷臣。送谁的葬呀？仪式竟这样草草？这显然表示了他们来埋葬的那个人是寻了短见，自杀死掉的；倒也是很有点身份的。我们躲开去看看他们吧。[与霍拉旭下。	BZL
1342	跟它说，霍瑞旭。	SDY
293	很好，老爷。	BZL
13010	啊，看见的，殿下；它的脸角是掀起的。	ZSH
2399	你这是替什么人掘的？	SDY
2543	她教训得很对。	SDY
7611	爱人	ZSH
7431	日轮已经盘绕三十春秋	ZSH
14210	我看见它的时候，不过这么久。	ZSH
2335	就在教堂里也杀他。	SDY
10351	[在内]	ZSH
7231	这么久了吗？哎哟，那么让魔鬼去穿孝服吧，我可要去做一身貂皮的新衣啦。天啊！死了两个月，还没有把他忘记吗？那么也许一个大人物死了以后，他的记忆还可以保持半年之久；可是凭着圣母起誓，他必须造下几座教堂，否则他就要跟那被遗弃的木马一样，没有人再会想念他了。	ZSH
2388	[唱]一啄锄，加上一铁铲，一铁铲，还有那一张包尸布；掘上个圹坑呵，掘上个圹坑，这样个客人好来往。	SDY
1921	一君王携后妃上，状甚眷昵；两人相互拥抱。后跪地，向王作倾吐衷肠状。王挽起之，偎伊颈项间；旋偃卧花坡上；伊见其入睡，即引退。俄有男子上，取王冠，吻之，注毒药于寝君耳内而下。后返，见王已死，作恸哭状。下毒者率两三人重上，似与后同作悼哭状。王尸被舁去。下毒者向后赠礼求爱；伊始若不愿，但终纳其爱。]	SDY
998	并非我疑心你不爱你的父亲；只是我知道爱心是时会引起的，我从经验证明的事实里看见过爱的火花会随了时间冷淡的。即使在爱的火焰当中也就有烧枯的灯芯逐渐来削弱了光热。什么事情都不能长远是一样好，因为好品质逐渐成长到过分了，会充血而死的。我们要做的事情要做就该做：这一个“要”字会变的，有多少舌头，多少手，多少意外，它就有多少衰退，多少迁延；这一个“该”字就会象乱用的叹息，松一口伤一下元气。可是我们谈目前问题的症结吧。哈姆雷特回来了。你怎样以行动来表示你真是父亲的肖子呢！	BZL
2088	啊哈姆雷特，别说了；你把我的目光转向灵魂，那里我看到染入纹理的黑斑，永不会褪色。	SDY
4921	他们是全世界最好的伶人，无论悲剧、喜剧、历史剧、田园剧、田园喜剧、田园史剧、历史悲剧、历史田园悲喜剧、不分场的古典剧或是近代的自由诗剧，他们无不拿手；塞内加的悲剧不嫌其太沉重，普劳图斯的喜剧不嫌其太轻浮	ZSH
104	在我的心眼里，霍拉旭。	BZL
9631	你忘记我了吗？	ZSH
1894	我跟这答话不相干，哈姆雷特；我不曾说过这样的话。	SDY
14461	记住我们昨天晚上所说的话，格外忍耐点吧；我们马上就可以实行我们的办法。好格特鲁德，叫几个人好好看守你的儿子：这一个坟上将要有一块活生生的墓碑。安宁的时间不久就会到来；现在我们必须耐着心把一切安排。[同下]	ZSH
10001	您没有看见什么吗？	ZSH
5661	[7]	ZSH
612	［对国王]噢，呵！陛下看见吗？	BZL
15	自己人。	BZL
4871	在罗马演戏的时候——	ZSH
7681	我倘忘旧迎新，难邀天恕，	ZSH
19210	鬼魂上。	ZSH
4181	上帝保佑您，大人！[波洛尼厄斯下]	ZSH
2059	[哈姆雷特上。	SDY
2478	敕旨就在我这里：有空时你去看。可是你要否听我说后来怎么办？	SDY
1782	我不对吗，老耶弗他？	SDY
1168	短”，抓住时机也就不辜负一生。	BZL
2395	我觉得这倒当真是你的了：因为你耽在里边乱说。	SDY
7121	嗯，殿下。	ZSH
1230	这把太重了；让我另外来挑一把。	BZL
2617	这一堆死亡枕藉在叫喊残杀。傲睨的死神，你在骇人的洞窟里排着什么筵宴，只一枪便血淋淋击中了这么多王侯？	SDY
10331	哈姆雷特上。	ZSH
10671	不是在他吃饭的地方，是在人家吃他的地方；有一群精明的蛆虫正在他身上大吃特吃哩。蛆虫是全世界最大的饕餮家；我们喂肥了各种牲畜给自己受用，再喂肥了自己去给蛆虫受用。胖胖的国王跟瘦瘦的乞丐是一个桌子上的两道不同的菜——不过是这么一回事。	ZSH
1865	啊，多高贵的一注才华毁掉了！朝士的丰标器宇，学士的舌辩，武士的霜锋；宗邦的指望与英华，都雅风流的明镜，礼让的典范，万众的钦仰之宗，全倒，全毁了！而我，女娘中最伤心、悲惨的姐妹，从他信誓的音乐里吮吸过蜜露，如今却眼见他恢弘卓绝的聪明像甜蜜的钟声暗哑戛轹不成调；花一般盛放的青春的无比风貌被疯狂吹折了：啊，我好苦痛哟，看见了往常所见的，还见到今朝！	SDY
771	血腥的行为！坏得很，不错，好母亲，不差如杀一位国王、嫁他的兄弟。	BZL
282	懂，很明白，老爷。	BZL
1440	但愿我在那里。	SDY
1693	您这话什么意思？[旁白]还是老惦念着我女儿：可见他初次见面时不认识我；他说我是个鱼贩子：他的病害得深了，深了：当真，我年轻时节为恋爱也着实遭受过一些磨难；很像他这样。我再来跟他谈谈。您念些什么，殿下？	SDY
695	嗯，先生，王上怎么样？	BZL
2406	一年三百六十来天，我干这营生，就是从我们的先王哈姆雷特打败福丁勃拉思那天开头的。	SDY
1559	你们怎么说；人的心怎么想得到？但你们会保守秘密吗？天在上，殿下。	SDY
1701	你的那个，卿家，我再没有别的东西更愿意给掉的了：除掉我的生命，除了我这生命，除掉我这生命。	SDY
144	这一点你还不放心吗？	BZL
2423	是谁的？	SDY
200	丹麦的国家里怕有点乌七八糟。	BZL
1828	我很乐意去；听到他高兴这么样，我颇为满意。亲爱的士子们，再提高他的兴致，鼓起他的意向往这些欢娱上去。	SDY
1522	[鬼魂与哈姆雷特上。	SDY
2298	[宫堡内一斋堂]	SDY
51	前两次也就在这个静寂的时辰，他这样大踏步走过了我们的面前。	BZL
2810	霍拉旭说那不过是我们的幻象。我告诉他我们已经两次看见过这一个可怕的怪象，他总是不肯相信；所以我请他今晚也来陪我们守一夜，要是这鬼魂再出来，就可以证明我们并没有看错，还可以叫他和它说几句话。	ZSH
793	你怎样了，母亲？	BZL
1755	当真，双方争执个不休；人们又不怕罪过，煽动他们去吵架：弄到有一晌没有人出钱收买演戏的脚本，除非诗人和伶人叫台词里充满着吵闹。	SDY
16141	关于那一点，我受死者的嘱托，也有一句话要说，他的意见是可以影响许多人的；可是在这人心惶惶的时候，让我还是先把这一切解释明白了，免得引起更多的不幸、阴谋和错误来。	ZSH
8391	　黑心快手	ZSH
1079	怎么个离奇法？	BZL
345	韵律拍出我的呻吟；可是相信我最爱你，最最爱你啊。再见。最亲爱的小蛆，只要这副机器还属于我，我就永远是你的——哈姆雷特。这是我听话的女儿拿给我看的；她此外还把他怎样求爱的情形，时间，地点，办法，一五一十，全给我讲了。	BZL
5231	在这黑暗狰狞的肌肤之上，	ZSH
2064	来吧，来吧，你答话在东拉西扯。	SDY
1385	并不，大王；骄阳如汤泼面，油灌耳。	SDY
1929	您在胡闹，您在胡闹；我要看戏了。	SDY
15210	雷欧提斯及奥菲利娅上。	ZSH
318	二位该知道，他常常谈到你们，我相信世界上再也找不出两个人比你们同他更要好。如不嫌怠慢，慨然对我们表一番盛情雅意，答应在我们这儿小作勾留，支持和推进我们殷切的希望，身为国王的定作相称的酬谢，不负二位的苦心。	BZL
2851	[在下]	ZSH
3181	你自己也得留心观察他的举止。	ZSH
9931	哎哟，他疯了！	ZSH
8910	我将要勉力服从您的意志，母亲。	ZSH
1690	因为要是太阳在一条死狗身上生得出蛆，那是块好给亲嘴的臭肉——你有个女儿吗？	SDY
2563	[准备比赛。]	SDY
1275	啊，朋友们，救救我！我只是受了伤。	BZL
9991	你这番话是对谁说的？	ZSH
1169	话矫揉造作，举止装腔作势，穿的奇装异服，算是时髦，肩头特出，好象翅膀，帽子古怪，好象“蛋壳”，凡此种种，都在以下对话中起了作用。这一段里有些导演词采用威尔孙的增添办法。	BZL
1207	再说。	BZL
2145	您把我当海绵吗，殿下？	SDY
668	殿下是好一个说明人啊！	BZL
2446	怎么，是莪斐丽亚！	SDY
78	好哈姆雷特，摆脱你黑夜的阴沉气，和颜悦色，来面对丹麦王上吧。你不要老是这样子垂下了眼睑，想在黄土中寻找你高贵的父亲。你知道这是很普通的；有生必有死，谁都得通过人世、跨进永恒的。	BZL
974	因此我就白死了高贵的父亲；自自让好好的妹妹害成了疯癫，直落到如今叫人家有口难夸她品貌俱全，简直是睥睨一代，冠绝人世啊。可是我总要报仇。	BZL
38	象极了。真奇怪，真叫我毛骨悚然。	BZL
8831	喝醉了吗？	ZSH
13610	它直盯着我瞧。	ZSH
1202	就照我的意思去说，先生，字句上随你高兴加什么花样就加什么花样。	BZL
13391	也许是的，殿下。	ZSH
15101	殿下，我的意思是说，王上要请您去跟他当面比较高低。	ZSH
2781	宣誓！	ZSH
22	有点象他！	BZL
687	殿下该押了韵才是。哈我的霍拉旭，鬼魂的话真叫我千金也不换了。你看见了吗？	BZL
880	队长，你们是去打波兰的本上呢，还是只去打边境？队长老实说，一点也不用夸张的说吧，我们只是去争夺一小块地方，那还是只有空名、没有实利的。只出五块钱，五块，我都不租它；归挪威也罢，归波兰也罢，拿去卖，反正也不会卖得出更大的价钱。	BZL
23910	殿下！殿下！	ZSH
2058	[朴罗纽司匿入幔后。	SDY
1063	你是给什么人掘的这个坟？	BZL
2227	别那样，可是，莪斐丽亚——	SDY
597	别以为我是在恭维你；因为我能指望你提拔我什么，你自己就身无长物，只有靠好精神穿衣吃饭呀？为什么要恭维穷人呢？不，让甜嘴去舐荒唐的豪华吧，让关节灵活的膝盖跪下去拍开谄媚生财的门路吧。你听清了没有？自从我亲爱的灵魂会自己选择、会鉴别人物以来，它就挑中你，打好了记号。因为你始终一贯，遭受一切而不受半点伤痛，无论受命运的打击或是照拂你都能处之泰然，同样谢谢。有福的是感情和理智相称的一种人，他们并不做命运所吹弄的笛子随她的手指唱调子。只要我看见谁不是感情的奴隶，我就要把他珍藏在心坎里，哎，心坎的心坎里，就象我珍爱你一样。这不必多说了。今晚要对着国王上演一出戏；里面有一场就同我对你讲过的我父亲死难的情形有点相似。你看见那个情节演出的时候，我请你集中全副精神来注意我的叔父。如果他隐藏的罪恶、听到了一段活，还并不露出痕迹呢，那么我们看见的准是个恶鬼，我的想象也就是乌七八糟，赛过乌尔干的作坊了。好好注意他；我自己也要把眼睛钉在他脸上，过后我们要对证观察的结果，给他下一个判断。	BZL
576	哪里，立即缩回。但他不必伸出头来，听到这里，仅使韩幕一动也可以。叫他们变成什么样的怪物，进尼姑庵吧，去；快去。再见。	BZL
12991	他们验明是这样的。	ZSH
10841	我是你的慈爱的父亲，哈姆雷特。	ZSH
2295	他准会，大人，要是他高兴。这里有一封柬帖给您，大人：是那位前往英格兰的钦使叫送给大人的；要是尊座的大名是霍瑞旭，如我所被告知的。	SDY
71	国王陛下，	BZL
2299	[国王与赉候底施上。	SDY
8951	啊，好儿子，居然会叫一个母亲吃惊！可是在这母亲的惊愕的后面，还有些什么话呢？说吧。	ZSH
2214	我马上就来。你们且先走一步。怎么样这一切事物都在谴咎我，驱策我迟钝的仇恨！一个人要是他主要的德行和事业只在吃喝和睡眠，他还能算人吗？只是畜生。上帝造我们，用这么博大的智慧，使我们能前瞻后顾，我们决不要让这脉智能和神明一般的理性，在心中霉烂不用。却说，是由于禽兽似的健忘，或什么怯懦的畏葸，把事情考虑得过于周详缜密——这思想，一分为四，含一分智虑，倒有三分是胆小——我可不知道为什么我向天空喊“这件事得做”，理由，决心，力量和办法，我全有，却不做。惯例，泥土般常见，在劝勉；看这军兵，人数这样多，粮秣如此富，由一位娇柔的王子统领，他那灵明，被神武的雄图所鼓舞，便不惜去藐视无法预见的结局；使生死难知、胜败莫卜的前途，去冒命运、死亡、危险之所能为，争的只是个鸡蛋壳。真正的伟大并不求胸中无大义便去行动，但当荣誉有关时，哪怕为一根草，也势必大大争一下。我如今怎样，父亲给杀死，母亲被玷污而受辱，我理性应为之奋发，血液该沸腾，但却让一切去睡觉，同时多可耻，眼睁睁望见两万人去赴死，为了一时的幻想，为追逐些小的令名，前赴坟墓像上床，去争夺一块地，它小得还不够这么多人作战场，甚至小得也不够作墓地来掩埋阵亡的将士们？啊，从此刻开始，我得一心去沥血，否则太可耻！	SDY
